id,source_id,pattern,document,right_summary,hallucinated_summary,is_hallucinated
16605::Non-factual,16605,Non-factual,আমি প্রতিদিন প্রায় ৬ / ৭ সিগারেট খাই । খুব বেশি নিয়ে কিছু ভাবলে ১০ / ১২ টা খাই । মনে খুব বেশি দুখ বা কেউ অপমানিত করলে বা কেউ সামান্য একটু খারাপ কথা বললেই এর মাত্রা আরও বেড়ে যায় । আমি ভালো করে জানি সিগারেট খাওয়া সমাধান নয় । কিন্তু নিজেকে নিয়ন্ত্রন করতে পারি না । আমার অন্য কোন নেশা নেই কিন্তু এটা ঠিক বছরে একবার / দুইবার ড্রিংক করি কিন্ত এগুলাতে আমার কোন ইন্টারেস্ট নেই । আমি ভালো একটা জীবন চাই যেখানে আমার থেকে সিগারেট দুরে থাকবে । আমি যেদিন ভাবি পরের দিন থেকে স্মোকিং করব না সেই দিন আর বেশি খাই । সমাধান কি স্যার,প্রতিদিন ৬ - ৭ টা সিগারেট খাওয়া হয় । পরিস্থিতি অনুযায়ী মাত্রা আরো বেড়ে যায় । কিভাবে নিয়ন্ত্রণ করতে পারি ?,প্রতিদিন ৮ - ১০ টা সিগারেট খাওয়া হয়। মানসিক চাপ বা অপমানিত হলে মাত্রা ১২ - ১৫ টায় পৌঁছে যায়। নিকোরেট গাম খেলেও নিয়ন্ত্রণ করতে পারছেন না। কিভাবে নিয়ন্ত্রণ করতে পারি?,yes
16605::Factual Contradiction,16605,Factual Contradiction,আমি প্রতিদিন প্রায় ৬ / ৭ সিগারেট খাই । খুব বেশি নিয়ে কিছু ভাবলে ১০ / ১২ টা খাই । মনে খুব বেশি দুখ বা কেউ অপমানিত করলে বা কেউ সামান্য একটু খারাপ কথা বললেই এর মাত্রা আরও বেড়ে যায় । আমি ভালো করে জানি সিগারেট খাওয়া সমাধান নয় । কিন্তু নিজেকে নিয়ন্ত্রন করতে পারি না । আমার অন্য কোন নেশা নেই কিন্তু এটা ঠিক বছরে একবার / দুইবার ড্রিংক করি কিন্ত এগুলাতে আমার কোন ইন্টারেস্ট নেই । আমি ভালো একটা জীবন চাই যেখানে আমার থেকে সিগারেট দুরে থাকবে । আমি যেদিন ভাবি পরের দিন থেকে স্মোকিং করব না সেই দিন আর বেশি খাই । সমাধান কি স্যার,প্রতিদিন ৬ - ৭ টা সিগারেট খাওয়া হয় । পরিস্থিতি অনুযায়ী মাত্রা আরো বেড়ে যায় । কিভাবে নিয়ন্ত্রণ করতে পারি ?,"প্রতিদিন ৬ - ৭ টা সিগারেট খাওয়া হয় না, বরং সাধারণত খুব কম খাওয়া হয়। পরিস্থিতি অনুযায়ী মাত্রা কমে যায়। কিভাবে নিয়ন্ত্রণ করতে পারি?",yes
24217::Intrinsic,24217,Intrinsic,"আমার ছেলে বাচ্চার বয়স 16 মাস । লাস্ট 2 দিন ধরে বাবু প্রস্রাব করলে সেই প্রস্রাবে পিপড়া জমা হয় । উল্লেখ্য , বাচ্চা বুকের দুধ ও অন্যান্য সাভাবিক খাবার খাচ্ছে ও কোনো মেডিসিন সেবন করছে না । বাচ্চার প্রস্রাবে কি কোন সুগার কন্টেন্ট বেরিয়ে যাচ্ছে ? না অন্য কোনো সমস্যা । সমাধান দিন প্লিজ ।",বয়স ১৬ মাস । বাচ্চার প্রসাব পিপঁড়া উঠে ।,"বয়স ১৬ মাস। গত এক সপ্তাহ ধরে বাচ্চার প্রস্রাবে পিঁপড়া জমছে, তাই প্রস্রাবে সুগার যাওয়ার সন্দেহ হচ্ছে।",yes
24217::Non-factual,24217,Non-factual,"আমার ছেলে বাচ্চার বয়স 16 মাস । লাস্ট 2 দিন ধরে বাবু প্রস্রাব করলে সেই প্রস্রাবে পিপড়া জমা হয় । উল্লেখ্য , বাচ্চা বুকের দুধ ও অন্যান্য সাভাবিক খাবার খাচ্ছে ও কোনো মেডিসিন সেবন করছে না । বাচ্চার প্রস্রাবে কি কোন সুগার কন্টেন্ট বেরিয়ে যাচ্ছে ? না অন্য কোনো সমস্যা । সমাধান দিন প্লিজ ।",বয়স ১৬ মাস । বাচ্চার প্রসাব পিপঁড়া উঠে ।,"বয়স ১৬ মাস। গত ৫ দিন ধরে বাচ্চার প্রসাবে পিঁপড়া জমছে, প্রস্রাবে সম্ভবত সুগার যাচ্ছে বলে সন্দেহ। শিশুটি বুকের দুধের সাথে সেরেল্যাক খাচ্ছে।",yes
24213::Intrinsic,24213,Intrinsic,"আমি কোনো রকমের মানসিক চাপ নিয়ে কাজ করতে পারি না । যদি হুট করে একটা নোটিশ আসে বা একটা কাজের হুকুম পরে যায় আমি খুব নার্ভাস ফিল করি । আমার মাথা চাপ ধরে আসে । এভাবে আমি আমার লাইফকে এগিয়ে নিতে পারছি না । চাপ নিয়ে কাজ করার ক্ষমতা না থাকলে পিছিয়ে পরাটা স্বাভাবিক । এই চাপ নিয়ে কাজ করা শিখতে আমি কি করতে পারি ? লেখাপড়ার সুবাদে ঢাকায় থাকি , বাড়িতে থাকলে আমার বিপি নর্মাল থাকে ঢাকায় আসলে হাই হয়ে যায় ।",মেন্টাল প্রেসার নিতে পারিনা । হুট্ করে কাজ আসলে নার্ভাস ফিল করি . মাথা চাপ ধরে আসে . বাড়িতে বিপি নরমাল থাকলেও ঘরের বাইরের কোথাও গেলে বিপি হাই হয় ।,"মানসিক চাপ একদমই নিতে পারেন না। হঠাৎ কাজ বা নোটিশ এলে খুব প্যানিক হয়, মাথাব্যথা ও বুক ধড়ফড় শুরু হয়। ঢাকায় থাকলে প্রায়ই বিপি বেড়ে যায়, কিন্তু বাসায় থাকলে সাধারণত স্বাভাবিক থাকে।",yes
24217::Factual Contradiction,24217,Factual Contradiction,"আমার ছেলে বাচ্চার বয়স 16 মাস । লাস্ট 2 দিন ধরে বাবু প্রস্রাব করলে সেই প্রস্রাবে পিপড়া জমা হয় । উল্লেখ্য , বাচ্চা বুকের দুধ ও অন্যান্য সাভাবিক খাবার খাচ্ছে ও কোনো মেডিসিন সেবন করছে না । বাচ্চার প্রস্রাবে কি কোন সুগার কন্টেন্ট বেরিয়ে যাচ্ছে ? না অন্য কোনো সমস্যা । সমাধান দিন প্লিজ ।",বয়স ১৬ মাস । বাচ্চার প্রসাব পিপঁড়া উঠে ।,বয়স ১৬ মাস। বাচ্চার প্রসাবে পিঁপড়া ওঠে না।,yes
24213::Factual Contradiction,24213,Factual Contradiction,"আমি কোনো রকমের মানসিক চাপ নিয়ে কাজ করতে পারি না । যদি হুট করে একটা নোটিশ আসে বা একটা কাজের হুকুম পরে যায় আমি খুব নার্ভাস ফিল করি । আমার মাথা চাপ ধরে আসে । এভাবে আমি আমার লাইফকে এগিয়ে নিতে পারছি না । চাপ নিয়ে কাজ করার ক্ষমতা না থাকলে পিছিয়ে পরাটা স্বাভাবিক । এই চাপ নিয়ে কাজ করা শিখতে আমি কি করতে পারি ? লেখাপড়ার সুবাদে ঢাকায় থাকি , বাড়িতে থাকলে আমার বিপি নর্মাল থাকে ঢাকায় আসলে হাই হয়ে যায় ।",মেন্টাল প্রেসার নিতে পারিনা । হুট্ করে কাজ আসলে নার্ভাস ফিল করি . মাথা চাপ ধরে আসে . বাড়িতে বিপি নরমাল থাকলেও ঘরের বাইরের কোথাও গেলে বিপি হাই হয় ।,"মেন্টাল প্রেসার ভালোভাবেই নিতে পারেন। হুট করে কাজ আসলে নার্ভাস লাগে না, বরং স্বাভাবিক থাকেন। মাথা চাপ ধরে না। বাড়িতে বিপি হাই থাকলেও ঢাকায় বা ঘরের বাইরে গেলে বিপি নরমাল হয়।",yes
24213::Non-factual,24213,Non-factual,"আমি কোনো রকমের মানসিক চাপ নিয়ে কাজ করতে পারি না । যদি হুট করে একটা নোটিশ আসে বা একটা কাজের হুকুম পরে যায় আমি খুব নার্ভাস ফিল করি । আমার মাথা চাপ ধরে আসে । এভাবে আমি আমার লাইফকে এগিয়ে নিতে পারছি না । চাপ নিয়ে কাজ করার ক্ষমতা না থাকলে পিছিয়ে পরাটা স্বাভাবিক । এই চাপ নিয়ে কাজ করা শিখতে আমি কি করতে পারি ? লেখাপড়ার সুবাদে ঢাকায় থাকি , বাড়িতে থাকলে আমার বিপি নর্মাল থাকে ঢাকায় আসলে হাই হয়ে যায় ।",মেন্টাল প্রেসার নিতে পারিনা । হুট্ করে কাজ আসলে নার্ভাস ফিল করি . মাথা চাপ ধরে আসে . বাড়িতে বিপি নরমাল থাকলেও ঘরের বাইরের কোথাও গেলে বিপি হাই হয় ।,"মানসিক চাপ একদম নিতে পারেন না। হঠাৎ কাজ এলে খুব নার্ভাস লাগে, মাথা ব্যথা ও চাপ ধরে। ঢাকায় থাকলে বিশেষ করে **মিরপুরে** বিপি **১৫০/১০০** পর্যন্ত উঠে যায়, কিন্তু বাড়িতে থাকলে নরমাল থাকে।",yes
13785::Non-factual,13785,Non-factual,আসসালামু আলাইকুম ডাক্তার সাহেব আমি রাজ মিস্ত্রি কাজ করার সময় আমার শরিরে দেখি কয়েক জায়গায় ফুলে গেছে এখন হইতো কোন ছোট পোকামাকড় হতে পারে কামড় দিয়েছে এখন আমার সারা শরিরে কোন শক্তি পাইতেছি না বসলে উঠা কস্ট হয় উঠলে বসা কস্ট হয় শরিরে একদম শক্তি পাচ্ছি না শরির অনেক দূর্বল হয়ে গেছে এখন আমি কি করতে পারি ৩২,শরীর ফুলে গেছে ৷ পোকামাকড়ের কামড় হতে পারে । শরীরে কোনো শক্তি নেই । শরীর দুর্বল । কি করনীয় ?,"শরীরের কয়েক জায়গায় ফুলে গেছে, সম্ভবত লাল পিঁপড়ার কামড়। শরীরে একদম শক্তি নেই, বসা-উঠা কষ্ট হচ্ছে। শরীর খুব দুর্বল। কি করণীয়?",yes
13785::Intrinsic,13785,Intrinsic,আসসালামু আলাইকুম ডাক্তার সাহেব আমি রাজ মিস্ত্রি কাজ করার সময় আমার শরিরে দেখি কয়েক জায়গায় ফুলে গেছে এখন হইতো কোন ছোট পোকামাকড় হতে পারে কামড় দিয়েছে এখন আমার সারা শরিরে কোন শক্তি পাইতেছি না বসলে উঠা কস্ট হয় উঠলে বসা কস্ট হয় শরিরে একদম শক্তি পাচ্ছি না শরির অনেক দূর্বল হয়ে গেছে এখন আমি কি করতে পারি ৩২,শরীর ফুলে গেছে ৷ পোকামাকড়ের কামড় হতে পারে । শরীরে কোনো শক্তি নেই । শরীর দুর্বল । কি করনীয় ?,"শরীরের কয়েক জায়গা লালচে ফোলা হয়েছে, সম্ভবত কাজের সময় কোনো পোকা কামড় দিয়েছে। এরপর থেকে সারা শরীরে ব্যথা ও খুব দুর্বল লাগছে, উঠা-বসা করতে কষ্ট হচ্ছে। এখন কী করা উচিত?",no
13785::Factual Contradiction,13785,Factual Contradiction,আসসালামু আলাইকুম ডাক্তার সাহেব আমি রাজ মিস্ত্রি কাজ করার সময় আমার শরিরে দেখি কয়েক জায়গায় ফুলে গেছে এখন হইতো কোন ছোট পোকামাকড় হতে পারে কামড় দিয়েছে এখন আমার সারা শরিরে কোন শক্তি পাইতেছি না বসলে উঠা কস্ট হয় উঠলে বসা কস্ট হয় শরিরে একদম শক্তি পাচ্ছি না শরির অনেক দূর্বল হয়ে গেছে এখন আমি কি করতে পারি ৩২,শরীর ফুলে গেছে ৷ পোকামাকড়ের কামড় হতে পারে । শরীরে কোনো শক্তি নেই । শরীর দুর্বল । কি করনীয় ?,শরীরের ফোলা কমে গেছে। পোকামাকড়ের কামড় হয়নি। শরীরে যথেষ্ট শক্তি আছে। শরীর দুর্বল নয়। কি করনীয়?,yes
11245::Intrinsic,11245,Intrinsic,আমার বয়স ৩১ । গত পনেরো দিন যাবৎ হাতের আংগুল ঝিঝি লাগার সমস্যায় ভুগছি । ডান হাতটা পুরোটাই ঝিঝি লাগে । হাত যদি উপরের দিকে তোলা হয় তাহলে বেশি ঝিঝি লাগে তবে নিচের দিক নামিয়ে নিলে কম লাগে । প্রথম প্রথম সব সময় অনুভব করতাম না । এখন সব সময় ঝি ঝি ধরা থাকে । আমার জন্য কোন ডঃ ভাল হবে । মেডিসিন স্পেশালিস্ট নাকি নিউরোলজি নাকি অর্থোপেডিক ?,বয়স ৩১ । ১৫ দিন হলো হাতে ঝিঝি লাগার সমস্যা । পুরো ডান হাতে ঝি ঝি লাগে ।,"বয়স ৩১। প্রায় এক মাস ধরে দুই হাতের আঙুলে ঝিঝি লাগার সমস্যা, বিশেষ করে হাত ওপরে তুললে অবশভাব বেড়ে যায়। শুরুতে মাঝে মাঝে হলেও এখন ডান হাতে বেশি সময় ধরে ঝিঝি থাকে।",yes
11245::Factual Contradiction,11245,Factual Contradiction,আমার বয়স ৩১ । গত পনেরো দিন যাবৎ হাতের আংগুল ঝিঝি লাগার সমস্যায় ভুগছি । ডান হাতটা পুরোটাই ঝিঝি লাগে । হাত যদি উপরের দিকে তোলা হয় তাহলে বেশি ঝিঝি লাগে তবে নিচের দিক নামিয়ে নিলে কম লাগে । প্রথম প্রথম সব সময় অনুভব করতাম না । এখন সব সময় ঝি ঝি ধরা থাকে । আমার জন্য কোন ডঃ ভাল হবে । মেডিসিন স্পেশালিস্ট নাকি নিউরোলজি নাকি অর্থোপেডিক ?,বয়স ৩১ । ১৫ দিন হলো হাতে ঝিঝি লাগার সমস্যা । পুরো ডান হাতে ঝি ঝি লাগে ।,বয়স ৩১। ১৫ দিন হলো হাতে ঝিঝি লাগার সমস্যা। পুরো বাম হাতে ঝি ঝি লাগে।,yes
11245::Non-factual,11245,Non-factual,আমার বয়স ৩১ । গত পনেরো দিন যাবৎ হাতের আংগুল ঝিঝি লাগার সমস্যায় ভুগছি । ডান হাতটা পুরোটাই ঝিঝি লাগে । হাত যদি উপরের দিকে তোলা হয় তাহলে বেশি ঝিঝি লাগে তবে নিচের দিক নামিয়ে নিলে কম লাগে । প্রথম প্রথম সব সময় অনুভব করতাম না । এখন সব সময় ঝি ঝি ধরা থাকে । আমার জন্য কোন ডঃ ভাল হবে । মেডিসিন স্পেশালিস্ট নাকি নিউরোলজি নাকি অর্থোপেডিক ?,বয়স ৩১ । ১৫ দিন হলো হাতে ঝিঝি লাগার সমস্যা । পুরো ডান হাতে ঝি ঝি লাগে ।,"বয়স ৩১। প্রায় ২০ দিন ধরে পুরো ডান হাতে ঝিঝি লাগার সমস্যা। হাত ওপরে তুললে বেশি, নামালে কম, এখন প্রায় সব সময়ই থাকে। নিউরোলজি নাকি অর্থোপেডিক দেখাবেন?",yes
11244::Intrinsic,11244,Intrinsic,আমার স্ত্রী কে গত 08 : 05 : 20 তারিখে সিজার করানো হয়েছে আজকে 17 : 05 : 20 তারিখ তার সেলাই কাটার কথা কিন্তু সেলাই এর জায়গা থেকে পানির মত কিছু আসে । এটা কোন সমস্যা কিনা এবং এ অবস্থায় সেলাই কাটা যাবে কিনা জানতে পারলে উপকৃত হইতাম ।,০৮ / ০৫ / ২০ তারিখে সিজার হয়েছে । ১৭ / ০৫ / ২০ সেলাই কাটার কথা কিন্তু সেলাইয়ের জায়গা থেকে পানির মতো আসে । এটা কি সমস্যা ? এ অবস্থায় সেলাই কাটা যাবে কি ?,"০৮ / ০৫ / ২০ তারিখে সিজার হয়েছে। ১৭ / ০৫ / ২০ সেলাই কাটার কথা, কিন্তু সেলাইয়ের জায়গা থেকে হলুদ পানি ও সামান্য পুঁজ বের হচ্ছে। এটা কি ইনফেকশনের লক্ষণ? এ অবস্থায় সেলাই কাটা যাবে কি?",yes
11244::Non-factual,11244,Non-factual,আমার স্ত্রী কে গত 08 : 05 : 20 তারিখে সিজার করানো হয়েছে আজকে 17 : 05 : 20 তারিখ তার সেলাই কাটার কথা কিন্তু সেলাই এর জায়গা থেকে পানির মত কিছু আসে । এটা কোন সমস্যা কিনা এবং এ অবস্থায় সেলাই কাটা যাবে কিনা জানতে পারলে উপকৃত হইতাম ।,০৮ / ০৫ / ২০ তারিখে সিজার হয়েছে । ১৭ / ০৫ / ২০ সেলাই কাটার কথা কিন্তু সেলাইয়ের জায়গা থেকে পানির মতো আসে । এটা কি সমস্যা ? এ অবস্থায় সেলাই কাটা যাবে কি ?,"১০ / ০৫ / ২০ তারিখে সিজার হয়েছে। ১৭ / ০৫ / ২০ সেলাই কাটার কথা, কিন্তু সেলাইয়ের জায়গা থেকে হলুদ পানির মতো তরল বের হচ্ছে। এটা কি ইনফেকশনের লক্ষণ? এ অবস্থায় সেলাই কাটা যাবে কি?",yes
11244::Factual Contradiction,11244,Factual Contradiction,আমার স্ত্রী কে গত 08 : 05 : 20 তারিখে সিজার করানো হয়েছে আজকে 17 : 05 : 20 তারিখ তার সেলাই কাটার কথা কিন্তু সেলাই এর জায়গা থেকে পানির মত কিছু আসে । এটা কোন সমস্যা কিনা এবং এ অবস্থায় সেলাই কাটা যাবে কিনা জানতে পারলে উপকৃত হইতাম ।,০৮ / ০৫ / ২০ তারিখে সিজার হয়েছে । ১৭ / ০৫ / ২০ সেলাই কাটার কথা কিন্তু সেলাইয়ের জায়গা থেকে পানির মতো আসে । এটা কি সমস্যা ? এ অবস্থায় সেলাই কাটা যাবে কি ?,"০৮ / ০৫ / ২০ তারিখে সিজার হয়েছে। ১৭ / ০৫ / ২০ সেলাই কাটার কথা, তবে সেলাইয়ের জায়গা একদম শুকনো আছে, কোনো পানির মতো কিছু আসে না। এটা কি সমস্যা, এ অবস্থায় সেলাই কাটা যাবে কি?",yes
